ID,AREA,MCD,COUNTY,MCD_NAME,TYPE,POP2000,SRTSFUNDED,SRTSUNFUND,STIPFUNDED,STIPUNFUND,TTLFUNDED,TTLUNFUND,POINT_X,POINT_Y
2050698.00000000000,10.86000000000,2700322814,27003,Fridley,City,27449.00000000000,1,1,0,0,1,1,-93.25956281300,45.08419796580
2050900.00000000000,1.70000000000,2705356680,27053,St. Anthony,City,5664.00000000000,0,1,1,0,1,1,-93.21667411080,45.02218898360
1911700.00000000000,34.75000000000,2700301486,27003,Andover,City,26605.00000000000,0,1,0,0,0,1,-93.32641193840,45.25708409380
2046458.00000000000,8.31000000000,2705307948,27053,Brooklyn Center,City,29153.00000000000,1,0,2,0,3,0,-93.31613934400,45.06811598400
1923788.00000000000,23.63000000000,2700356950,27003,St. Francis,City,4897.00000000000,0,1,2,0,2,1,-93.39044311160,45.39877038110
2043665.00000000000,57.34000000000,2705343000,27053,Minneapolis,City,382492.00000000000,8,1,21,0,29,1,-93.26782994730,44.96351546530
2036261.00000000000,38.33000000000,2705306616,27053,Bloomington,City,85172.00000000000,1,1,9,0,10,1,-93.31511028490,44.83059004570
2036400.00000000000,6.99000000000,2705354214,27053,Richfield,City,34435.00000000000,1,1,4,0,5,1,-93.28268134330,44.87622321970
1957722.00000000000,0.93000000000,2706548166,27065,Ogilvie,City,474.00000000000,1,1,0,0,1,1,-93.42329096610,45.82985787160
1526885.00000000000,2.77000000000,2713138150,27131,Lonsdale,City,1538.00000000000,0,1,0,0,0,1,-93.42219832400,44.47826978730
1423736.00000000000,1.55000000000,2717112430,27171,Cokato,City,2737.00000000000,0,1,0,2,0,3,-94.18787287450,45.07699162370
2023176.00000000000,26.86000000000,2703708794,27037,Burnsville,City,60220.00000000000,1,1,3,0,4,1,-93.27944775790,44.76481827260
2023320.00000000000,17.53000000000,2703701900,27037,Apple Valley,City,45530.00000000000,0,1,4,0,4,1,-93.20062136650,44.74563584520
1983109.00000000000,15.63000000000,2713120546,27131,Faribault,City,20930.00000000000,0,0,3,0,3,0,-93.27890740530,44.29862764460
1555971.00000000000,4.04000000000,2717115454,27171,Delano,City,3901.00000000000,1,1,0,0,1,1,-93.78023965170,45.04119338310
1532629.00000000000,6.10000000000,2713904834,27139,Belle Plaine,City,3828.00000000000,0,1,0,0,0,1,-93.76372075620,44.61872930470
1532869.00000000000,1.87000000000,2701912664,27019,Cologne,City,1044.00000000000,0,1,0,0,0,1,-93.78735842790,44.77119879290
1545611.00000000000,4.38000000000,2701967432,27019,Waconia,City,6896.00000000000,1,1,1,0,2,1,-93.80811631880,44.83584671520
1484392.00000000000,35.58000000000,2707966100,27079,Tyrone,Township,551.00000000000,0,0,0,1,0,1,-93.82904957150,44.50076644620
1550149.00000000000,2.63000000000,2701968548,27019,Watertown,City,3073.00000000000,0,1,0,0,0,1,-93.84363771560,44.95975702030
1430619.00000000000,34.45000000000,2714302170,27143,Arlington,Township,558.00000000000,0,0,2,0,2,0,-94.07164617480,44.57239391960
1430720.00000000000,1.56000000000,2714302152,27143,Arlington,City,2052.00000000000,1,0,2,0,3,0,-94.07639003720,44.60845250890
1430873.00000000000,35.03000000000,2708528304,27085,Helen,Township,833.00000000000,0,0,5,0,5,0,-94.07054004720,44.76065155440
1385702.00000000000,39.12000000000,2707932480,27079,Kasota,Township,1487.00000000000,0,0,0,1,0,1,-93.91109878040,44.30486732310
1394065.00000000000,5.75000000000,2710358036,27103,St. Peter,City,9745.00000000000,2,1,0,1,2,2,-93.96430844340,44.32949887040
1364484.00000000000,17.91000000000,2701339878,27013,Mankato,City,32505.00000000000,3,1,5,4,8,5,-93.98632485910,44.16689902160
1377600.00000000000,1.61000000000,2701317378,27013,Eagle Lake,City,1798.00000000000,2,1,0,0,2,1,-93.88421245970,44.16158836370
1446350.00000000000,34.29000000000,2701909406,27019,Camden,Township,955.00000000000,0,0,1,0,1,0,-93.95001775560,44.84613998380
1440853.00000000000,0.86000000000,2708536728,27085,Lester Prairie,City,1380.00000000000,1,0,0,0,1,0,-94.04125389520,44.88497676960
1440916.00000000000,1.92000000000,2708571086,27085,Winsted,City,2110.00000000000,0,0,1,0,1,0,-94.04924311340,44.96490813870
1435982.00000000000,2.51000000000,2701947520,27019,Norwood Young America,City,3146.00000000000,0,1,0,0,0,1,-93.91988529620,44.77204326350
1452232.00000000000,1.41000000000,2701941138,27019,Mayer,City,561.00000000000,0,1,0,0,0,1,-93.88977078020,44.88694594500
1477040.00000000000,33.66000000000,2707968602,27079,Waterville,Township,742.00000000000,4,0,0,0,4,0,-93.61658311920,44.23952331060
1513820.00000000000,2.61000000000,2707943738,27079,Montgomery,City,2823.00000000000,1,0,0,0,1,0,-93.57929609140,44.44502693130
1513906.00000000000,1.54000000000,2707945808,27079,New Prague,City,1428.00000000000,0,1,0,0,0,1,-93.57183719540,44.53794443200
1513973.00000000000,2.26000000000,2713945808,27139,New Prague,City,3172.00000000000,0,0,0,1,0,1,-93.57840967510,44.55144107520
1596861.00000000000,22.59000000000,2701910918,27019,Chanhassen,City,20321.00000000000,0,1,2,0,2,1,-93.54718299270,44.84334392810
1541143.00000000000,17.73000000000,2701910972,27019,Chaska,City,17704.00000000000,0,1,1,0,1,1,-93.60914717180,44.81654378790
1560030.00000000000,9.76000000000,2701967036,27019,Victoria,City,4076.00000000000,0,1,0,0,0,1,-93.65805055900,44.86595298920
1621324.00000000000,3.15000000000,2705368818,27053,Wayzata,City,4113.00000000000,0,1,0,0,0,1,-93.53055374130,44.96779494260
1584759.00000000000,29.25000000000,2713959350,27139,Shakopee,City,20682.00000000000,0,1,2,0,2,1,-93.47628858350,44.77450132670
1565203.00000000000,4.94000000000,2705344476,27053,Mound,City,9435.00000000000,1,1,0,0,1,1,-93.65985790510,44.93245711860
1565342.00000000000,0.99000000000,2705365164,27053,Tonka Bay,City,1550.00000000000,0,1,1,0,1,1,-93.59499719610,44.91205708240
1609985.00000000000,2.42000000000,2705315148,27053,Deephaven,City,3851.00000000000,0,1,0,0,0,1,-93.51410037860,44.93632739610
1610110.00000000000,35.11000000000,2705318116,27053,Eden Prairie,City,54901.00000000000,0,1,2,0,2,1,-93.45955404770,44.84874007690
1538544.00000000000,14.52000000000,2713957184,27139,St. Lawrence,Township,460.00000000000,0,0,2,0,2,0,-93.68559353690,44.65520341510
1538679.00000000000,3.30000000000,2713932174,27139,Jordan,City,3855.00000000000,6,1,1,0,7,1,-93.63504625430,44.66498668980
1538871.00000000000,4.16000000000,2701910144,27019,Carver,City,1271.00000000000,0,0,1,0,1,0,-93.62849906630,44.75852478610
1593176.00000000000,17.98000000000,2713952594,27139,Prior Lake,City,16173.00000000000,0,1,1,0,1,1,-93.43904578950,44.72635211470
1632363.00000000000,10.83000000000,2705357220,27053,St. Louis Park,City,44108.00000000000,0,1,0,0,0,1,-93.36502062660,44.94875848590
1624076.00000000000,35.25000000000,2705351730,27053,Plymouth,City,65898.00000000000,2,1,1,0,3,1,-93.46122899490,45.02224733210
1616363.00000000000,28.15000000000,2705343252,27053,Minnetonka,City,51303.00000000000,1,0,0,0,1,0,-93.46019397440,44.93234318000
1626267.00000000000,4.10000000000,2705330140,27053,Hopkins,City,17146.00000000000,0,0,1,0,1,0,-93.40583778410,44.92592916610
1637600.00000000000,5.08000000000,2705345628,27053,New Hope,City,20872.00000000000,1,1,0,0,1,1,-93.38666885190,45.03727023350
1641136.00000000000,5.86000000000,2705314158,27053,Crystal,City,22699.00000000000,0,0,1,0,1,0,-93.35959002250,45.03786535450
1943665.00000000000,3.40000000000,2709542110,27095,Milaca,City,2571.00000000000,1,0,0,0,1,0,-93.65131357330,45.75845524410
1832612.00000000000,8.92000000000,2717143774,27171,Monticello,City,8576.00000000000,0,1,0,3,0,4,-93.79688978630,45.29290641170
1728925.00000000000,10.97000000000,2714104618,27141,Becker,City,2762.00000000000,2,1,0,1,2,2,-93.87374235680,45.38195156510
1747712.00000000000,8.75000000000,2714558612,27145,Sartell,City,7783.00000000000,4,1,0,0,4,1,-94.22266360480,45.59193785820
1764857.00000000000,5.69000000000,2700953998,27009,Rice,City,710.00000000000,1,0,0,0,1,0,-94.23182177770,45.75250169000
1706426.00000000000,9.61000000000,2717108452,27171,Buffalo,City,10163.00000000000,1,1,0,1,1,2,-93.88915985400,45.16933628920
1706625.00000000000,34.54000000000,2717140238,27171,Maple Lake,Township,2118.00000000000,0,0,0,1,0,1,-93.94918724110,45.23860806610
1685811.00000000000,3.46000000000,2700956896,27009,St. Cloud,City,6533.00000000000,0,0,1,0,1,0,-94.14297250210,45.56767956930
1685971.00000000000,6.34000000000,2700958684,27009,Sauk Rapids,City,10385.00000000000,1,1,0,0,1,1,-94.15667946390,45.58945374200
1679550.00000000000,32.58000000000,2714556896,27145,St. Cloud,City,47317.00000000000,4,1,2,2,6,3,-94.18851022060,45.52847149330
1721174.00000000000,33.92000000000,2714127674,27141,Haven,Township,1997.00000000000,0,0,1,0,1,0,-94.07795548520,45.50469973550
1657533.00000000000,28.26000000000,2717161510,27171,Southside,Township,1574.00000000000,0,0,0,1,0,1,-94.20038280500,45.27552806680
1657669.00000000000,2.97000000000,2717101684,27171,Annandale,City,2692.00000000000,0,1,0,0,0,1,-94.12045004970,45.26205385960
1805874.00000000000,1.35000000000,2709750776,27097,Pierz,City,1277.00000000000,2,0,0,0,2,0,-94.10146986800,45.97802785180
1896946.00000000000,43.71000000000,2714118674,27141,Elk River,City,16448.00000000000,0,0,1,1,1,1,-93.57257163140,45.34150325310
1859708.00000000000,40.26000000000,2714105770,27141,Big Lake,Township,6553.00000000000,0,0,0,1,0,1,-93.71639642750,45.31317678220
1863947.00000000000,30.42000000000,2717149138,27171,Otsego,City,6399.00000000000,1,0,1,0,2,0,-93.61997765050,45.26596573280
1887286.00000000000,8.15000000000,2705355186,27053,Rogers,City,3745.00000000000,4,1,3,0,7,1,-93.55388696860,45.19005740980
1906825.00000000000,29.72000000000,2700353026,27003,Ramsey,City,18494.00000000000,0,1,4,0,4,1,-93.44945407060,45.26176845320
1837493.00000000000,7.83000000000,2714105752,27141,Big Lake,City,6294.00000000000,1,1,0,0,1,1,-93.74356407770,45.34227074090
1899194.00000000000,7.19000000000,2700301720,27003,Anoka,City,18133.00000000000,1,0,1,0,2,0,-93.38947778800,45.21001945550
1948188.00000000000,0.97000000000,2709548310,27095,Onamia,City,848.00000000000,0,0,1,0,1,0,-93.66731546560,46.06985561190
2009701.00000000000,1.02000000000,2703753098,27037,Randolph,City,318.00000000000,0,1,0,0,0,1,-93.01956714470,44.52593972470
2097403.00000000000,10.78000000000,2703727530,27037,Hastings,City,18211.00000000000,0,0,1,0,1,0,-92.85401747200,44.73119478390
2097527.00000000000,30.28000000000,2716315688,27163,Denmark,Township,1348.00000000000,0,0,1,0,1,0,-92.82256434950,44.81123422840
2097616.00000000000,6.12000000000,2703761492,27037,South St. Paul,City,20126.00000000000,0,0,1,0,1,0,-93.04078721490,44.88741107940
2167147.00000000000,35.48000000000,2704904816,27049,Belle Creek,Township,437.00000000000,0,0,0,1,0,1,-92.73096138700,44.41289879970
2162739.00000000000,33.02000000000,2704943072,27049,Minneola,Township,638.00000000000,0,0,0,1,0,1,-92.73169798610,44.32812485230
2126552.00000000000,26.36000000000,2716300316,27163,Afton,City,2840.00000000000,0,1,0,0,0,1,-92.81735333690,44.90416072990
2126643.00000000000,24.31000000000,2716334244,27163,Lake Elmo,City,6902.00000000000,1,1,0,0,1,1,-92.90293692830,44.99425627820
2091818.00000000000,17.37000000000,2703746330,27037,Nininger,Township,860.00000000000,0,0,2,0,2,0,-92.92907523380,44.74746213550
2091894.00000000000,37.40000000000,2716313456,27163,Cottage Grove,City,30581.00000000000,1,1,1,0,2,1,-92.92732180850,44.81615847580
2138980.00000000000,7.97000000000,2716362824,27163,Stillwater,City,15373.00000000000,0,1,2,3,2,4,-92.84384422790,45.04731015510
2026546.00000000000,14.91000000000,2703720618,27037,Farmington,City,12489.00000000000,0,1,0,0,0,1,-93.16879721260,44.65722470380
2019330.00000000000,37.74000000000,2703735180,27037,Lakeville,City,43131.00000000000,2,0,3,0,5,0,-93.25224371140,44.67768805860
2014320.00000000000,10.57000000000,2703753116,27037,Randolph,Township,536.00000000000,0,0,1,0,1,0,-92.97794133190,44.52910457440
2014539.00000000000,4.43000000000,2704909730,27049,Cannon Falls,City,3860.00000000000,0,1,0,0,0,1,-92.90270839190,44.51342716660
2204782.00000000000,41.10000000000,2704953620,27049,Red Wing,City,16118.00000000000,4,1,0,0,4,1,-92.62362584710,44.58060656750
2106582.00000000000,17.94000000000,2712340382,27123,Maplewood,City,35023.00000000000,2,1,0,0,2,1,-93.04507012190,45.01392629050
2030539.00000000000,33.35000000000,2703717288,27037,Eagan,City,63560.00000000000,1,0,3,0,4,0,-93.16380217330,44.81680376250
2030676.00000000000,35.13000000000,2703755726,27037,Rosemount,City,14616.00000000000,3,1,4,0,7,1,-93.06609016980,44.74660026880
2065860.00000000000,56.05000000000,2712358000,27123,St. Paul,City,287148.00000000000,2,1,18,0,20,1,-93.10605486610,44.95580734140
2086033.00000000000,30.06000000000,2703731076,27037,Inver Grove Heights,City,29772.00000000000,1,1,4,0,5,1,-93.05957763790,44.82460380230
2069609.00000000000,5.01000000000,2703769700,27037,West St. Paul,City,19422.00000000000,1,1,3,0,4,1,-93.08574277620,44.90184918610
2069728.00000000000,2.24000000000,2712320420,27123,Falcon Heights,City,5572.00000000000,0,1,0,0,0,1,-93.17701992470,44.98993709050
2058892.00000000000,10.10000000000,2703741696,27037,Mendota Heights,City,11434.00000000000,0,0,2,0,2,0,-93.14026548070,44.88125734920
2072351.00000000000,13.81000000000,2712355852,27123,Roseville,City,33693.00000000000,0,1,3,0,3,1,-93.15444567090,45.01551182520
2117366.00000000000,11.26000000000,2716347680,27163,Oakdale,City,26610.00000000000,2,1,1,0,3,1,-92.96412215610,44.98696823140
2156625.00000000000,3.25000000000,2704951136,27049,Pine Island,City,2271.00000000000,0,0,0,2,0,2,-92.64509565060,44.20433702070
2288454.00000000000,35.96000000000,2702546798,27025,North Branch,City,8023.00000000000,2,1,3,0,5,1,-92.96011636070,45.51372517710
2227624.00000000000,33.16000000000,2700337322,27003,Lino Lakes,City,16804.00000000000,0,0,1,0,1,0,-93.11224328400,45.16753482830
2217934.00000000000,33.78000000000,2700306382,27003,Blaine,City,44956.00000000000,1,1,0,0,1,1,-93.20783594240,45.16983905190
2234322.00000000000,4.83000000000,2705931328,27059,Isanti,City,2439.00000000000,0,1,4,0,4,1,-93.24065451120,45.49266732170
2246785.00000000000,7.66000000000,2705909370,27059,Cambridge,City,5759.00000000000,0,0,1,0,1,0,-93.22445626230,45.56257596120
2326660.00000000000,3.90000000000,2711551064,27115,Pine City,City,3067.00000000000,0,1,0,0,0,1,-92.96956067660,45.83363552860
2572762.00000000000,5.20000000000,2711364570,27113,Thief River Falls,City,8418.00000000000,0,1,1,0,1,1,-96.17603086340,48.11333783100
3437390.00000000000,1.18000000000,2707137592,27071,Littlefork,City,680.00000000000,0,0,1,0,1,0,-93.55753999320,48.39643319770
3035688.00000000000,18.30000000000,2703546348,27035,Nisswa,City,1953.00000000000,0,1,0,0,0,1,-94.29768953390,46.50042620850
3035900.00000000000,18.08000000000,2703550416,27035,Pequot Lakes,City,1802.00000000000,0,1,0,0,0,1,-94.29843526140,46.58746824140
3030397.00000000000,18.10000000000,2702134928,27021,Lake Shore,City,966.00000000000,0,0,1,0,1,0,-94.36079065110,46.50005692490
3010308.00000000000,23.72000000000,2703521950,27035,Fort Ripley,Township,600.00000000000,0,0,1,0,1,0,-94.34427923130,46.21921969150
3010519.00000000000,20.56000000000,2703504042,27035,Baxter,City,5622.00000000000,0,1,0,0,0,1,-94.28003517220,46.34196017460
3002865.00000000000,4.65000000000,2707704024,27077,Baudette,City,1153.00000000000,0,0,3,0,3,0,-94.59252665800,48.71188425310
2734826.00000000000,0.88000000000,2702150902,27021,Pillager,City,426.00000000000,1,0,0,0,1,0,-94.47592699500,46.32849339090
2769127.00000000000,1.20000000000,2702151280,27021,Pine River,City,933.00000000000,0,1,0,0,0,1,-94.39764380600,46.72239035380
2875910.00000000000,34.60000000000,2702150848,27021,Pike Bay,Township,1633.00000000000,0,0,1,0,1,0,-94.60760413910,47.34856654560
2876028.00000000000,1.14000000000,2702110252,27021,Cass Lake,City,870.00000000000,1,1,0,0,1,1,-94.60111021650,47.37880223230
2794983.00000000000,2.00000000000,2702903196,27029,Bagley,City,1271.00000000000,1,0,0,1,1,1,-95.40453488480,47.52203454170
2501558.00000000000,35.26000000000,2700509298,27005,Callaway,Township,260.00000000000,0,0,0,1,0,1,-95.86999124800,47.02145926420
2476524.00000000000,3.17000000000,2711150470,27111,Perham,City,2566.00000000000,2,1,0,0,2,1,-95.57401311000,46.59903698710
2594598.00000000000,34.87000000000,2711955564,27119,Rosebud,Township,343.00000000000,0,0,1,0,1,0,-95.74657149430,47.53545474250
2594720.00000000000,1.70000000000,2711921986,27119,Fosston,City,1576.00000000000,0,1,2,0,2,1,-95.75603112890,47.58440226720
2496243.00000000000,1.11000000000,2700522472,27005,Frazee,City,1387.00000000000,2,1,0,0,2,1,-95.70245248450,46.72824843250
2433501.00000000000,0.97000000000,2700534784,27005,Lake Park,City,782.00000000000,1,0,0,0,1,0,-96.09863343560,46.88382598510
2421791.00000000000,2.52000000000,2702727746,27027,Hawley,City,1882.00000000000,2,0,0,0,2,0,-96.31781179430,46.87659594040
2414483.00000000000,2.62000000000,2711150164,27111,Pelican Rapids,City,2355.00000000000,1,1,1,0,2,1,-96.08606248480,46.57004659450
2461202.00000000000,1.49000000000,2711166766,27111,Vergas,City,311.00000000000,0,0,0,1,0,1,-95.80388887950,46.65478084920
2400680.00000000000,15.33000000000,2711120906,27111,Fergus Falls,City,13592.00000000000,1,1,2,1,3,2,-96.07642241900,46.28499844570
2472497.00000000000,5.09000000000,2711149210,27111,Ottertail,City,451.00000000000,0,0,1,0,1,0,-95.55929321690,46.42658477520
2457472.00000000000,35.88000000000,2711139500,27111,Maine,Township,686.00000000000,0,0,1,1,1,1,-95.84288871150,46.41242821670
2490352.00000000000,15.16000000000,2700515832,27005,Detroit Lakes,City,7790.00000000000,2,1,0,0,2,1,-95.84267018360,46.80563817350
2687602.00000000000,6.78000000000,2705749768,27057,Park Rapids,City,3376.00000000000,2,1,1,2,3,3,-95.06064362670,46.91718188300
2680929.00000000000,3.88000000000,2715941660,27159,Menahga,City,1213.00000000000,0,1,0,0,0,1,-95.10114317330,46.74715140740
2748248.00000000000,1.00000000000,2705745340,27057,Nevis,City,364.00000000000,0,1,0,0,0,1,-94.84225008250,46.96478312870
2777339.00000000000,2.47000000000,2702167792,27021,Walker,City,1113.00000000000,0,1,0,0,0,1,-94.57941423880,47.09136458370
2858589.00000000000,14.10000000000,2700705068,27007,Bemidji,City,12087.00000000000,2,1,5,2,7,3,-94.88322067660,47.48215174120
2858830.00000000000,33.98000000000,2700746906,27007,Northern,Township,3857.00000000000,0,0,1,0,1,0,-94.86105127190,47.54294293740
2892378.00000000000,1.71000000000,2700706256,27007,Blackduck,City,670.00000000000,1,0,1,1,2,1,-94.54824874640,47.72644211510
2892655.00000000000,2.13000000000,2700732606,27007,Kelliher,City,294.00000000000,1,0,0,0,1,0,-94.44501560940,47.94360574120
2982880.00000000000,2.89000000000,2713568224,27135,Warroad,City,1722.00000000000,1,0,1,0,2,0,-95.31323689390,48.90766426500
2955584.00000000000,2.67000000000,2713555546,27135,Roseau,City,2756.00000000000,0,1,1,0,1,1,-95.76230579790,48.84436038410
2955753.00000000000,35.42000000000,2713562158,27135,Spruce,Township,614.00000000000,0,0,2,0,2,0,-95.68015589290,48.84809058770
2932908.00000000000,0.57000000000,2708926216,27089,Grygla,City,227.00000000000,1,1,0,0,1,1,-95.62372562370,48.29954145280
3190524.00000000000,1.29000000000,2706115310,27061,Deer River,City,922.00000000000,2,0,1,0,3,0,-93.79532031450,47.33874953340
3286859.00000000000,1.99000000000,2701713780,27017,Cromwell,City,143.00000000000,1,0,0,0,1,0,-92.87267192660,46.67955418400
3287139.00000000000,1.42000000000,2713721338,27137,Floodwood,City,523.00000000000,1,0,0,0,1,0,-92.91591063780,46.92922771010
3142594.00000000000,1.51000000000,2700129096,27001,Hill City,City,480.00000000000,1,1,0,0,1,1,-93.59676434630,46.97271392860
3335416.00000000000,35.88000000000,2701712160,27017,Cloquet,City,11201.00000000000,2,0,1,1,3,1,-92.49239718760,46.72210434370
3116109.00000000000,2.20000000000,2700100460,27001,Aitkin,City,1985.00000000000,1,1,1,0,2,1,-93.70592284060,46.52956878070
3068392.00000000000,2.04000000000,2703515346,27035,Deerwood,City,590.00000000000,0,0,2,0,2,0,-93.89981445410,46.47256366160
3055078.00000000000,0.84000000000,2703554736,27035,Riverton,City,115.00000000000,0,0,0,1,0,1,-94.04932325020,46.45858724210
3055433.00000000000,1.99000000000,2703531274,27035,Ironton,City,498.00000000000,0,0,1,0,1,0,-93.99789686810,46.48109977360
3060889.00000000000,3.71000000000,2703513924,27035,Crosby,City,2299.00000000000,1,1,0,0,1,1,-93.95714078250,46.48927478150
3016702.00000000000,12.60000000000,2703507300,27035,Brainerd,City,13689.00000000000,2,0,1,0,3,0,-94.19824036420,46.35513312580
3041362.00000000000,16.51000000000,2703507516,27035,Breezy Point,City,979.00000000000,0,1,0,0,0,1,-94.21848389520,46.60596879100
3233136.00000000000,1.80000000000,2706105698,27061,Bigfork,City,469.00000000000,1,0,0,0,1,0,-93.65977313150,47.74712194210
3233188.00000000000,3.64000000000,2706118260,27061,Effie,City,86.00000000000,0,0,2,0,2,0,-93.63757466520,47.84122692000
3194987.00000000000,35.18000000000,2706112412,27061,Cohasset,City,2481.00000000000,0,0,1,0,1,0,-93.63954070440,47.23910047660
3214384.00000000000,24.37000000000,2706125118,27061,Grand Rapids,City,10346.00000000000,3,0,1,0,4,0,-93.53262469310,47.23786558210
3214792.00000000000,2.29000000000,2706107048,27061,Bovey,City,662.00000000000,2,0,0,0,2,0,-93.40342872010,47.29611206960
3248925.00000000000,2.10000000000,2700139014,27001,McGregor,City,404.00000000000,1,1,0,0,1,1,-93.30623935430,46.60868318750
3301919.00000000000,3.65000000000,2701743954,27017,Moose Lake,City,2250.00000000000,2,1,0,0,2,1,-92.76318673280,46.44538452830
3302141.00000000000,1.00000000000,2701703628,27017,Barnum,City,525.00000000000,1,0,0,0,1,0,-92.68863177800,46.50529645520
3318795.00000000000,2.26000000000,2701710018,27017,Carlton,City,810.00000000000,1,0,1,0,2,0,-92.42265079050,46.65950275850
3318947.00000000000,1.50000000000,2701771788,27017,Wrenshall,City,308.00000000000,1,0,0,0,1,0,-92.38809409730,46.62349586070
3343399.00000000000,39.79000000000,2701764768,27017,Thomson,Township,4361.00000000000,2,0,0,0,2,0,-92.36039907730,46.71531253120
3370431.00000000000,4.72000000000,2713711386,27137,Chisholm,City,4960.00000000000,1,0,0,0,1,0,-92.87867966800,47.48762730570
3364814.00000000000,185.91000000000,2713728790,27137,Hibbing,City,17071.00000000000,2,0,3,0,5,0,-92.94853497150,47.39793667060
3404776.00000000000,71.11000000000,2713744548,27137,Mountain Iron,City,3016.00000000000,1,1,0,0,1,1,-92.62540597160,47.54765855590
3411459.00000000000,19.12000000000,2713767288,27137,Virginia,City,9157.00000000000,1,1,0,0,1,1,-92.51211546510,47.51722599210
3448110.00000000000,316.12000000000,2707152990,27071,Rainy Lake,Unorganized,4259.00000000000,0,0,1,0,1,0,-93.40715107600,48.50711660870
3448316.00000000000,6.51000000000,2707131040,27071,International Falls,City,6703.00000000000,1,1,1,0,2,1,-93.40814999370,48.58829856390
3567777.00000000000,0.48000000000,2716955276,27169,Rollingstone,City,696.00000000000,0,0,0,1,0,1,-91.81886897130,44.09950904810
3507459.00000000000,1.73000000000,2704556284,27045,Rushford,City,1688.00000000000,1,0,0,0,1,0,-91.75323540430,43.81312058390
3507568.00000000000,1.15000000000,2716936800,27169,Lewiston,City,1483.00000000000,1,0,0,0,1,0,-91.86823241790,43.98349167190
3519671.00000000000,0.94000000000,2705530230,27055,Houston,City,1020.00000000000,0,1,0,0,0,1,-91.57100610550,43.76044017320
3485703.00000000000,3.85000000000,2716956788,27169,St. Charles,City,3312.00000000000,1,1,0,1,1,2,-92.05902469490,43.96874303710
3538827.00000000000,0.74000000000,2705529510,27055,Hokah,City,614.00000000000,0,1,0,0,0,1,-91.35022599100,43.75975722690
3578968.00000000000,2.48000000000,2716924524,27169,Goodview,City,3597.00000000000,1,1,0,0,1,1,-91.71614063920,44.06888358340
3739973.00000000000,2.88000000000,2703124992,27031,Grand Marais,City,1405.00000000000,2,0,1,0,3,0,-90.34444231620,47.75871391220
3740190.00000000000,84.43000000000,2703125071,27031,Grand Portage,Unorganized,557.00000000000,0,0,1,0,1,0,-89.78812027400,47.95553965830
3670609.00000000000,295.61000000000,2707560304,27075,Silver Creek,Township,1176.00000000000,6,0,0,0,6,0,-91.54475494160,47.27560142690
3685148.00000000000,139.42000000000,2707504474,27075,Beaver Bay,Township,576.00000000000,0,0,1,0,1,0,-91.33485853060,47.36926176020
3699409.00000000000,210.32000000000,2707514194,27075,Crystal Bay,Township,607.00000000000,0,0,0,1,0,1,-91.21413097980,47.63146623820
3620150.00000000000,3.29000000000,2707565956,27075,Two Harbors,City,3615.00000000000,2,0,1,0,3,0,-91.67497320770,47.03018465160
3677293.00000000000,8.34000000000,2707560250,27075,Silver Bay,City,2068.00000000000,0,0,1,0,1,0,-91.27717100920,47.29310273220
3656641.00000000000,105.53000000000,2713706042,27137,Birch Lake,Unorganized,653.00000000000,0,0,2,0,2,0,-91.98986218630,47.75859028900
3656955.00000000000,2.73000000000,2713719142,27137,Ely,City,3723.00000000000,1,1,1,0,2,1,-91.85181784520,47.90540560470
3702978.00000000000,162.10000000000,2703165065,27031,Tofte,Township,226.00000000000,0,0,1,0,1,0,-90.83235978530,47.77361612080
3703093.00000000000,105.44000000000,2703138550,27031,Lutsen,Township,360.00000000000,0,0,1,0,1,0,-90.70371019500,47.76361382940
